Valoper,Uptime,Total Slashes,Tombstoned,Blocks Active,Signed Blocks,Missed Blocks,Proposed Blocks,Delegators,Stake,Self Stake
storyvaloper1acv5yknlf7atwf03mxd2lecwelmgtctc8j6vcl,98.86,0,False,296242,292857,3385,1621,2,141048.0,41048.0
storyvaloper1kwf9x7n8pmpvv7zrhxjfqqecz65a8qgunxaz0q,98.84,0,False,296242,292793,3449,1270,2,101024.0,1024.0
storyvaloper1rrwuf534h4ft8r5pr7an38u89s3f7gjj839rrh,98.81,0,False,296242,292714,3528,9,2,199024.0,99024.0
storyvaloper1v4me33grq0uys8f2s0k0dllshlljpzk5yz348y,98.34,0,False,296242,291338,4904,1526,2,119999.0,19999.0
storyvaloper1fsud00esx6rtp7n7p7mj2xg4v6l7w8lhy8ztdk,98.13,0,False,296242,290699,5543,1379,2,119900.0,19900.0
storyvaloper1xjvw3wj7kxvp2f4j5a0fud96rjy09dpxre6yq7,97.48,0,False,296242,288767,7475,1364,2,119000.0,19000.0
storyvaloper12vs37z0ee7m9xns8zkqsng9qnf5pkvcnqgdzqt,96.39,0,False,296242,285541,10701,1398,2,120100.0,20100.0
storyvaloper1gm8mm8zkcxaz6nnue7j3dhh3fxxjh5nzmfnena,95.69,0,False,296242,283488,12754,1395,2,120004.0,20004.0
storyvaloper1f0sljxr2w2vexhmdytgjz6dw57vraadd973t00,95.31,0,False,296242,282357,13885,1404,2,120000.0,20000.0
storyvaloper1u0mqgma7h300dj72yyy87u8vrzev7h4dymxfyg,91.56,0,False,296242,271243,24999,1210,2,119999.0,19999.0
storyvaloper13nwrgmldnp9g9s88cx74a32as7cle36u0v8ck7,84.42,1,False,176562,149050,27512,304,2,102027.8,2047.8
storyvaloper1qq643l2f03uryxfevklknhgzacf97q9anjvphj,0,0,False,0,0,0,0,1,1100.0,1100.0
storyvaloper1qqlzejwnnuh7grmddx55je6y479fx3f36em9mr,0,0,False,0,0,0,0,1,1030.0,1030.0
storyvaloper1qphl50vhzcxdsp89lhaxumljvnwmh8yh3pc32w,0,0,False,0,0,0,0,2,14216.0,5000.0
storyvaloper1qj87mt3zwkfs088430dghtgp8n7cdjs49jvem2,0,0,False,0,0,0,0,1,1090.0,1090.0
storyvaloper1qlglvc39s9xmu06x2tqulhvfh56xj93503ep6x,0,0,False,0,0,0,0,2,9924.0,1024.0
storyvaloper1p3gu02nw270k4v8uuvhkxdzheqw7gxaalhyzq6,0,0,False,0,0,0,0,1,1090.0,1090.0
storyvaloper1p470h0jtph4n5hztallp8vznq8ehylsw9vpddx,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1zqxgv84754uy2nz6axe50vd2us0xgh7gghzrz2,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1zwrnppxgpzm437se3j0asq5k2yk38hc758pdr7,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1rquq9mmuf9wdy04jvlp5ur0f9nkkwxynft3h7y,0,0,False,0,0,0,0,1,1025.0,1025.0
storyvaloper1rzhgd5rdcff0uee3jahp75guypgalkuldm2tq2,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1rxa60lwchrr0mzsrwqud6rrz6jgdat7gsglmet,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1refacystzt40ahylmejr6hzn8xcdn7qr9yxnsm,0,0,False,0,0,0,0,1,1028.0,1028.0
storyvaloper1r6967ky90cvtpmzag5l2hyqqln7kmcetg72sne,0,0,False,0,0,0,0,1,1097.0,1097.0
storyvaloper1y83refkjy73pzm3xd2rlejyf2tfkj4agyy8c3l,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1yj8ymdm7l2ek9cjevs3kqxv06gysk6vh2564m3,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1yn4gzfjpzuwjpva8e5tspjwufz3mjc0xe07mv5,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1ynawqm6aaqqedmzj9m902qlqhsn2gq0nrw442w,0,0,False,0,0,0,0,1,1200.0,1200.0
storyvaloper1ymjw6ydnv35t4dn8v8p7sz092z9fgxj8sltyqd,0,0,False,0,0,0,0,1,1025.0,1025.0
storyvaloper1xthp0asrd4eypxcxc5pxc70ctqpfma88ek3vdj,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1xsrjrajnrpx7u2gn7msxz85z469505fvunvsn5,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1x32wcekr8v67p7za9np5wk7e2h3nuzspv4mwfq,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper18s6ahmdc27yl3390ptjt98qr03h8tdjnv9hakz,0,0,False,0,0,0,0,1,1024.0,1024.0
